X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-120.44629,46.60724,319,Public Libraries,District,Yakima Valley Libraries,Terrace Heights Community Library,,4011 Commonwealth Rd,Yakima,WA,98901-1248,Yakima,(509) 457-5319,5094575319,th@yvl.org,http://www.yvl.org,-120.44629,46.60724,6cf4e55a-0cf3-43bd-94ec-7696fd5b2cc6
-118.34714,46.04799,320,Public Libraries,District,Walla Walla County Rural Library District,Plaza Library,,1640 Plaza Way,Walla Walla,WA,99362,Walla Walla,(509) 525-5161,5098760076,,http://www.wwrurallibrary.com/branches/plaza,-118.34714,46.04799,8a0a36f0-25d8-4829-a33d-23ac50d08fd3
-120.1903006,46.3459919000001,321,Public Libraries,District,Yakima Valley Libraries,Granger Community Library,,508 Sunnyside Avenue,Granger,WA,98932-0797,Yakima,(509) 854-1446,5098541446,gr@yvl.org,http://www.yvl.org,-120.1903006,46.3459919,4c67309e-9e7a-46d8-bdb8-7e12b59032b2
-122.25947,48.99807,322,Public Libraries,District,Whatcom County Library System,Sumas Public Library,,461 2nd St,Sumas,WA,98295-0215,Whatcom,(360) 988-2501,,,http://www.wcls.org,-122.25947,48.99807,0c4d0a6f-8644-4e80-a3fe-954ddb8e8482
-122.31948,47.4081200000001,323,Public Libraries,District,King County Library System,Des Moines Library,,21620 11th Ave S,Des Moines,WA,98198-6317,King,(206) 824-6066,,,http://www.kcls.org/desmoines/,-122.31948,47.40812,20c1becf-9f58-4166-b998-43aab351ea3a
-122.12177,47.3590100000001,324,Public Libraries,District,King County Library System,Covington Library,,27100 164th Ave SE,Covington,WA,98042,King,(253) 630-8761,,,http://www.kcls.org/covington/,-122.12177,47.35901,28ab2eb4-5eb7-4b6f-9539-0dec3ec72b32
-122.54019,48.82987,325,Public Libraries,District,Whatcom County Library System,Whatcom County Library System,,5205 Northwest Dr,Bellingham,WA,98226-9050,Whatcom,360-305-3600,,,http://www.wcls.org,-122.54019,48.82987,a9ea9f27-6528-4d11-aece-092f1c3505a1
-122.74935,48.99472,326,Public Libraries,District,Whatcom County Library System,Blaine Library,,610 3rd St,Blaine,WA,98230-4022,Whatcom,(360) 305-3637,,,http://www.wcls.org/,-122.74935,48.99472,a3f9879e-fda7-4d60-9a4d-1199e9de334c
-122.21423,48.8244300000001,327,Public Libraries,District,Whatcom County Library System,Deming Library,,5044 Mt Baker Hwy,Deming,WA,98244-0357,Whatcom,(360) 592-2422,,,http://www.wcls.org/catalog,-122.21423,48.82443,b26296e6-08ec-4df0-93d0-ea0e627cc0cc
-122.34174,48.91956,328,Public Libraries,District,Whatcom County Library System,Everson McBeath Community Library,,104 Kirsch Dr,Everson,WA,98247-0250,Whatcom,(360) 966-5100,,,http://www.wcls.org/,-122.34174,48.91956,012f755b-7ab9-418c-8bd1-bcf5f06785a5
-122.59712,48.8482100000001,329,Public Libraries,District,Whatcom County Library System,Ferndale Public Library,,2125 Main Street,Ferndale,WA,98247,Whatcom,(360) 384-3647,,,http://www.wcls.org/,-122.59712,48.84821,4600138b-5d74-4750-8294-fd490a1b31bb
-122.68334,48.7195600000001,330,Public Libraries,District,Whatcom County Library System,Island Library,,2144 S Nugent Rd,Lummi Island,WA,98262-0090,Whatcom,(360) 758-7145,,,http://www.wcls.org/,-122.68334,48.71956,e2e3b2db-6979-4e61-a1d8-923c22e7cac6
-117.07648,46.9098000000001,331,Public Libraries,District,Whitman County Rural Library District,Palouse Branch Library,,120 E Main,Palouse,WA,99161-0168,Whitman,(509) 878-1513,,palouse@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.07648,46.9098,075c214c-2d51-43c0-a714-0cdce3573136
-122.27376,47.7870300000001,332,Public Libraries,District,Sno-Isle Libraries,Brier Library,,23303 Brier Rd,Brier,WA,98036-8247,Snohomish,(425) 483-0888,4254871880,,http://www.sno-isle.org/locations/brier/,-122.27376,47.78703,c7b80e31-69e8-429d-910a-8340a15b618b
-120.73093,46.38185,333,Public Libraries,District,Yakima Valley Libraries,White Swan Community Library,,391 1st Street,White Swan,WA,98952-0151,Yakima,(509) 874-2060,,wh@yvl.org,http://www.yvl.org,-120.73093,46.38185,bf8a385a-4351-416b-bea1-a8ce48c8d676
-121.98576,47.7403200000001,334,Public Libraries,District,King County Library System,Duvall Library,,15508 Main St NE,Duvall,WA,98019-0339,King,(425) 788-1173,,,https://kcls.org/locations/1503/,-121.98576,47.74032,5d1f4709-b87d-4fa5-8482-56ea68d6a7fd
-122.3245,48.7136600000001,335,Public Libraries,District,Whatcom County Library System,South Whatcom Library,,10 Barn View Ct,Bellingham,WA,98229,Whatcom,(360) 305-3632,,,www.wcls.org,-122.3245,48.71366,da8449b8-550c-46d4-9a49-1ea3d6a08c00
-117.36479,46.88082,336,Public Libraries,District,Whitman County Rural Library District,Whitman County Rural Library District,,102 S Main St,Colfax,WA,99111-1863,Whitman,(509) 397-4366,5093976156,info@whitco.lib.wa.us,http://www.whitco.lib.wa.us,-117.36479,46.88082,1cde5aaf-a02d-42db-95be-e0013ddca79e
-117.2498116,46.7937163,337,Public Libraries,District,Whitman County Rural Library District,Albion Branch Library,,310 F St,Albion,WA,99102-0009,Whitman,(509) 338-9641,,albion@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.2498116,46.7937163,64ec39d1-22be-49d4-a062-296ad43324d9
-117.1278123,46.5680031000001,338,Public Libraries,District,Whitman County Rural Library District,Colton Branch Library,,706 Broadway Ave.,Colton,WA,99113-0166,Whitman,(509) 229-3887,,colton@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.1278123,46.5680031,a9f2447b-6656-40b4-ac3d-657db67145b0
-117.6849,46.9276100000001,339,Public Libraries,District,Whitman County Rural Library District,Endicott Branch Library,,324 E St,Endicott,WA,99125-0127,Whitman,(509) 657-3429,,endicott@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.6849,46.92761,78ade13e-9f7a-4f50-bf5a-12f64d1adbf5
-117.045525,47.090219,340,Public Libraries,District,Whitman County Rural Library District,Farmington Branch Library,,E 203 Main,Farmington,WA,99128-0096,Whitman,(509) 287-2035,,farmington@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.045525,47.090219,988f3df9-4a09-4ccd-9a16-04cf49843e91
-117.14082,47.0075820000001,341,Public Libraries,District,Whitman County Rural Library District,Garfield Branch Library,,109 N 3rd,Garfield,WA,99130-0474,Whitman,(509) 635-1490,,garfield@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.14082,47.007582,34dff4e0-31e2-4d79-b003-bfdc20734d07
-122.4526,48.94525,342,Public Libraries,District,Whatcom County Library System,Lynden Public Library,,216 4th St,Lynden,WA,98264-1980,Whatcom,(360) 354-4883,,,http://www.wcls.org,-122.4526,48.94525,d91204f9-4476-4ff6-a036-810313fe7e8f
-117.63283,48.06251,343,Public Libraries,District,Libraries of Stevens County,Loon Lake Library,,4008 Cedar Street,Loon Lake,WA,99148-0744,Stevens,(509) 233-3016,,,http://www.thelosc.org/loonlake,-117.63283,48.06251,80b41f40-4958-4226-8efb-5445d7f8ce14
-120.75508,46.7027900000001,344,Public Libraries,District,Yakima Valley Libraries,Tieton Community Library,,418 Maple Rd.,Tieton,WA,98947-0395,Yakima,(509) 673-2621,5096732621,ti@yvl.org,http://www.yvl.org,-120.75508,46.70279,f72ffba4-5fed-495b-8bde-fa69cb5417e2
-121.97583,45.63798,345,Public Libraries,District,Fort Vancouver Regional Libraries,North Bonneville Community Library,,214 CBD Mall  (inside City Hall),North Bonneville,WA,98639,Skamania,(509) 427-4439,,,http://www.fvrl.org,-121.97583,45.63798,670a7b4b-1996-4f44-a011-ebdaa2b509bc
-122.58563,45.65633,346,Public Libraries,District,Fort Vancouver Regional Libraries,The Mall Library Connection,,"8700 NE Vancouver Mall Drive, Suite 285",Vancouver,WA,98662,Clark,(360) 906-5000,,,http://www.fvrl.org,-122.58563,45.65633,fca2d024-67bc-4253-abee-c2017e6f8f1a
-120.82327,45.8200200000001,347,Public Libraries,District,Fort Vancouver Regional Libraries,Goldendale Community Library,,131 W Burgen Street,Goldendale,WA,98620,Klickitat,(509) 773-4487,,,http://www.fvrl.org,-120.82327,45.82002,15fe2036-ddaf-4d24-8758-95948df8c2bb
-122.53587,45.6258300000001,348,Public Libraries,District,Fort Vancouver Regional Libraries,Cascade Park Community Library,,600 NE 136th Avenue,Vancouver,WA,98684,Clark,(360) 906-5000,,rellis@fvrl.org,http://www.fvrl.org,-122.53587,45.62583,c898504c-45fb-445c-955b-a34916318b74
-122.52401,45.77462,349,Public Libraries,District,Fort Vancouver Regional Libraries,Battle Ground Community Library,,1207 SE 8th Way,Battle Ground,WA,98604,Clark,(360) 906-5000,,,http://www.fvrl.org,-122.52401,45.77462,c3587b62-2791-4b56-9667-69a447327932
,,350,Public Libraries,District,Fort Vancouver Regional Libraries,Fort Vancouver Regional Libraries,,Operations Center,Vancouver,WA,98663,Clark,3609065000,3606932681,,http://www.fvrl.org,,,01b03901-62d5-4952-876e-8ad7206cc512
-117.7209,48.27734,351,Public Libraries,District,Libraries of Stevens County,Chewelah Public Library,,311 E Clay Ave,Chewelah,WA,99109-8936,Stevens,(509) 935-6805,,,http://www.thelosc.org/chewelah,-117.7209,48.27734,9af630fe-d746-4d09-928e-30f6f6e7567f
-121.8818,45.6952600000001,352,Public Libraries,District,Fort Vancouver Regional Libraries,Stevenson Community Library,,120 NW Vancouver Avenue,Stevenson,WA,98648-0818,Skamania,(509) 427-5471,,,http://www.fvrl.org,-121.8818,45.69526,603e1e0f-a70e-4116-87b0-29031cb45c70
-118.05614,48.60765,353,Public Libraries,District,Libraries of Stevens County,Kettle Falls Public Library,,605 Meyers St,Kettle Falls,WA,99141-0478,Stevens,(509) 738-6817,,,http://www.thelosc.org/kettlefalls,-118.05614,48.60765,70900a87-1b9c-49b3-8259-1248407ca51f
-122.66873,45.6284800000001,354,Public Libraries,District,Fort Vancouver Regional Libraries,Vancouver Community Library,,901 C Street,Vancouver,WA,98660,Clark,(360) 906-5000,,,http://www.fvrl.org,-122.66873,45.62848,43d79f56-bf10-45ac-bd0f-cfbabb02df89
-117.63283,48.06251,355,Public Libraries,District,Libraries of Stevens County,Libraries of Stevens County,,4008 Cedar St,Loon Lake,WA,99148-0744,Stevens,(509) 233-9621,5093813499,lncirc@scrld.org,http://thelosc.org/home,-117.63283,48.06251,789dcdad-e0af-4537-bcca-03daa0f2152e
-118.2041152,48.115714,356,Public Libraries,District,Libraries of Stevens County,Hunters Public Library,,Hunters Senior Center,Hunters,WA,99137,Stevens,(509) 722-3877,,,http://www.thelosc.org/hunters,-118.2041152,48.115714,b77b90cb-a54f-475e-bdd9-6ba9bd49683c
-117.8139097,48.8159609000001,357,Public Libraries,District,Libraries of Stevens County,Onion Creek Library Station,,Onion Creek Store,Colville,WA,99114,Stevens,(509) 738-6817,,,http://www.thelosc.org/onioncreek,-117.8139097,48.8159609,7f697055-b67c-47ab-a994-4077859553b5
-117.78395,48.91506,358,Public Libraries,District,Libraries of Stevens County,Northport Community Library,,521 Center Ave,Northport,WA,99157,Stevens,(509) 732-8929,,,http://www.thelosc.org/northport,-117.78395,48.91506,24ee24e1-37e1-425d-a31b-bfa0ea3c6131
-117.56267,47.81095,359,Public Libraries,District,Libraries of Stevens County,Lakeside Community Library,,5919 Highway 291,Nine Mile Falls,WA,99026,Stevens,(509) 315-8339,,,http://www.thelosc.org/lakeside,-117.56267,47.81095,699e32dd-6740-486b-ae33-8dc2561ca508
-117.0529915,46.3401493000001,360,Public Libraries,District,Asotin County Library,Asotin Branch Library,Asotin High School Library,215 2nd St,Asotin,WA,99402,Asotin,(509) 243-6010,,yourlibrary@aclib.org,www.asotincountylibrary.org,-117.0529915,46.3401493,bc0da6f4-0b4d-4f45-a306-f8dbc4bc5073
-117.97683,46.3205800000001,361,Public Libraries,District,Columbia County Rural Library District,Columbia County Rural Library District,,111 S. 3rd Street,Dayton,WA,99328-0074,Columbia,509-382-4131,5093821059,info@daytonml.org,https://www.ccrld.lib.wa.us,-117.97683,46.32058,9a74162a-e916-4c9f-9c7f-9b33b292e531
-122.22904,48.5042700000001,362,Public Libraries,District,Central Skagit Rural Partial County Library District,Central Skagit Rural Partial County Library District,,820 Ball St,Sedro-Woolley,WA,98284-2008,Skagit,(360) 755-3985 ext.2,3608994250,admin@centralskagitlibrary.org,http://www.centralskagitlibrary.org,-122.22904,48.50427,4d7d01b2-8c8b-47f8-9838-3d4bd1d98269
-117.90473,48.54344,363,Public Libraries,District,Libraries of Stevens County,Colville Public Library,,195 S Oak St,Colville,WA,99114-2845,Stevens,(509) 684-6620,,,http://www.thelosc.org/colville,-117.90473,48.54344,9c6f9139-d8f3-4f97-b4b2-5077376fd304
-122.32087,47.3155800000001,364,Public Libraries,District,King County Library System,Federal Way 320th Library,,848 S 320th St,Federal Way,WA,98003-5346,King,(253) 839-0257,,,https://kcls.org/locations/1505/,-122.32087,47.31558,ae15c570-2a4c-4e90-9bab-1c5b66c9c3cc
-120.25939,46.4013600000001,365,Public Libraries,District,Yakima Valley Libraries,Zillah Community Library,,109 7th Street,Zillah,WA,98953-0448,Yakima,(509) 829-6707,5098296707,zi@yvl.org,http://www.yvl.org,-120.25939,46.40136,d5d2ed0d-050d-47c3-8a56-7803bade5db6
-120.50426,46.60438,366,Public Libraries,District,Yakima Valley Libraries,Yakima Central Library,,102 N 3rd Street,Yakima,WA,98901-2705,Yakima,(509) 452-8541,5095753408,yak@yvl.org,http://www.yvl.org,-120.50426,46.60438,56ab2415-a8e5-4088-9dfc-f3bbccd93870
-120.60361,46.5948100000001,367,Public Libraries,District,Yakima Valley Libraries,West Valley Community Library,,223 South 72nd Ave,Yakima,WA,98908,Yakima,509-966-7070,5099663966,wv@yvl.org,http://www.yvl.org,-120.60361,46.59481,8de7fbfd-ac80-4065-8602-3483178cc956
-121.91215,47.6504600000001,368,Public Libraries,District,King County Library System,Carnation Library,,4804 Tolt Ave,Carnation,WA,98014-1263,King,(425) 333-4398,,https://kcls.org/locations/1496/,http://www.kcls.org/carnation/,-121.91215,47.65046,45485496-fe37-46d4-a99b-37fe03efe1dd
-122.33961,47.46714,369,Public Libraries,District,King County Library System,Burien Library,,400 SW 152nd Street,Burien,WA,98166-1908,King,(206) 243-3490,,,http://www.kcls.org/burien/,-122.33961,47.46714,064f6217-c811-4544-a3d1-7d9d50b0c897
-122.30786,47.4952500000001,370,Public Libraries,District,King County Library System,Boulevard Park Library,,12015 Roseberg Ave South,Burien,WA,98168,King,(206) 242-8662,,,http://www.kcls.org/boulevardpark/,-122.30786,47.49525,5ef20fcb-d149-4cfd-99bd-41a0aca4ca97
-122.2104,47.7603100000001,371,Public Libraries,District,King County Library System,Bothell Library,,18215 98th Ave NE,Bothell,WA,98011-3336,King,(425) 486-7811,4254872361,,http://www.kcls.org/bothell/,-122.2104,47.76031,9cf52bec-2b6f-4b9b-8c22-eb5f9ca9a11e
-122.01256,47.3119,372,Public Libraries,District,King County Library System,Black Diamond Library,,24707 Roberts Drive,Black Diamond,WA,98010,King,(360) 886-1105,,,http://www.kcls.org/blackdiamond/,-122.01256,47.3119,d261cf57-8a9d-4db9-9e16-1cb223659ada
-122.74582,45.8169,373,Public Libraries,District,Fort Vancouver Regional Libraries,Ridgefield Community Library,,210 N Main Avenue,Ridgefield,WA,98642-0547,Clark,(360) 906-4770,,,http://www.fvrl.org,-122.74582,45.8169,acd650a4-ceaa-4de9-93b7-fe146b7ee26e
-122.2536,47.27162,374,Public Libraries,District,King County Library System,Algona-Pacific Library,,255 Ellingson Road,Pacific,WA,98047-1526,King,(253) 833-3554,2537357884,,http://www.kcls.org/algonapacific/,-122.2536,47.27162,73bb8bad-5bb6-4ebd-a04f-340919f090a6
-123.07734,48.9847100000001,375,Public Libraries,District,Whatcom County Library System,Point Roberts Library,,1431 Gulf Rd,Point Roberts,WA,98281-0970,Whatcom,(360) 945-6545,,,http://www.wcls.org,-123.07734,48.98471,8d684feb-ea82-40a2-b96b-5cad65d13ea8
-122.05029,47.5402300000001,376,Public Libraries,District,King County Library System,King County Library System,,960 Newport Way NW,Issaquah,WA,98027-2702,King,425-369-3200,4253693255,,http://www.kcls.org,-122.05029,47.54023,5d4365f2-7640-4057-9289-7239043a2ed1
-122.4065194,45.8666454,377,Public Libraries,District,Fort Vancouver Regional Libraries,Yacolt Library Express,Old Yacolt Town Hall,105 E. Yacolt Rd,Yacolt,WA,98675,Clark,360-906-5000,,,www.fvrl.org,-122.4065194,45.8666454,6e2035ed-1cd6-498c-80ca-38fc28ed00e4
-122.65721,45.8622100000001,378,Public Libraries,District,Fort Vancouver Regional Libraries,La Center Community Library,,1411 NE Lockwood Creek Road,La Center,WA,98629,Clark,(360) 906-4760,,,www.fvrl.org,-122.65721,45.86221,d660523f-9f3b-4d17-ad99-623997ac2367
-122.38059,45.9959500000001,379,Public Libraries,District,Fort Vancouver Regional Libraries,Yale Valley Library District,,11842 Lewis River Road,Ariel,WA,98603,Cowlitz,(360) 906-5000,,,http://www.fvrl.org,-122.38059,45.99595,945af79e-fbe5-48ac-801d-0660f2497e97
-122.66488,45.7215,380,Public Libraries,District,Fort Vancouver Regional Libraries,Three Creeks Community Library,,800-C NE Tenney Road,Vancouver,WA,98685,Clark,(360) 906-4790,,,http://www.fvrl.org,-122.66488,45.7215,443cb2ba-24b4-45fc-b2b8-42e44aba27e2
-122.74729,45.90378,381,Public Libraries,District,Fort Vancouver Regional Libraries,Woodland Community Library,,770 Park Street,Woodland,WA,98674,Cowlitz,(360) 906-4830,,,http://www.fvrl.org,-122.74729,45.90378,b5a8464e-bf02-4abe-83e3-21f877415d41
-121.48291,45.72763,382,Public Libraries,District,Fort Vancouver Regional Libraries,White Salmon Valley Community Library,,77 NE Wauna Avenue,White Salmon,WA,98672,Klickitat,(509) 493-1132,,,http://www.fvrl.org,-121.48291,45.72763,9d03b8a0-2fc1-4893-8a8a-c218ec0043cf
-122.35406,45.5793800000001,383,Public Libraries,District,Fort Vancouver Regional Libraries,Washougal Community Library,,1661 C Street,Washougal,WA,98671,Clark,(360) 906-4860,,,http://www.fvrl.org,-122.35406,45.57938,4e10f48d-3ec7-48fc-a8ee-1a3cda2d8385
-122.19431,47.6201,384,Public Libraries,District,King County Library System,Bellevue Library,,1111 110th Ave NE,Bellevue,WA,98004-4515,King,(425) 450-1765,4254502468,,https://kcls.org/locations/1492/,-122.19431,47.6201,36542276-19ba-40f2-81f4-59557646b3e5
-117.10587,47.69994,385,Public Libraries,District,Spokane County Library District,Otis Orchards Library,,22324 E Wellesley Ave,Otis Orchards,WA,99027-9336,Spokane,(509) 893-8390,5098938482,otcirc@scld.org,http://www.scld.org,-117.10587,47.69994,2699bcc7-912a-47a5-b447-a8a9ea272bac
-122.1852834,48.1502075000001,386,Public Libraries,District,Sno-Isle Libraries,Lakewood/Smokey Point,Suites ABC,3411 169th Place NE,Arlington,WA,98223,Snohomish,(360) 651-0774,3606512393,,https://www.sno-isle.org/locations/lakewood-smokeypoint/,-122.1852834,48.1502075,791edb5c-1058-43c3-bb29-4b6b34afd690
-117.28193,47.69642,387,Public Libraries,District,Spokane County Library District,Spokane County Library District,,4322 N Argonne Rd,Spokane,WA,99212-1868,Spokane,509-893-8200,5098938472,admin@scld.org,http://www.scld.org,-117.28193,47.69642,2f485d8d-292c-4035-bbca-1391bdf3c5ab
-117.59267,47.6444500000001,388,Public Libraries,District,Spokane County Library District,Airway Heights Library,,1213 S Lundstrom St,Airway Heights,WA,99001-9000,Spokane,(509) 893-8250,5098938473,ahcirc@scld.org,http://www.scld.org,-117.59267,47.64445,3da4b110-7066-4361-bf7a-e637c3254f43
-117.28193,47.69642,389,Public Libraries,District,Spokane County Library District,Argonne Library,,4322 N Argonne Rd,Spokane,WA,99212-1853,Spokane,(509) 893-8260,5098938474,arcirc@scld.org,http://www.scld.org,-117.28193,47.69642,4186c4ad-1f09-4acf-ae57-0d1bb2fb55ff
-117.57436,47.48855,390,Public Libraries,District,Spokane County Library District,Cheney Library,,610 1st St,Cheney,WA,99004-1652,Spokane,(509) 893-8280,5098938475,chcirc@scld.org,http://www.scld.org,-117.57436,47.48855,58945dca-cb06-4f7c-b0e1-12dd8ae67d04
-117.46085,47.9521,391,Public Libraries,District,Spokane County Library District,Deer Park Library,,208 S Forest Ave,Deer Park,WA,99006-0729,Spokane,(509) 893-8300,5098938476,dpcirc@scld.org,http://www.scld.org,-117.46085,47.9521,9b9a5aee-a04a-432d-81c3-790583844a78
-122.13838,48.91785,392,Public Libraries,District,Whatcom County Library System,North Fork Community Library,,7506 Kendall Rd,Maple Falls,WA,98266,Whatcom,(360) 599-2020,,,www.wcls.org,-122.13838,48.91785,ef8c4182-c990-40e4-8878-8083acb012cb
-122.20292,47.67576,393,Public Libraries,District,King County Library System,Kirkland Library,,308 Kirkland Ave,Kirkland,WA,98033-6221,King,(425) 822-2459,,,http://www.kcls.org/kirkland/,-122.20292,47.67576,b49e2c9a-fd61-452f-b8e0-1776339e9558
-118.71974,46.3111500000001,394,Public Libraries,District,Walla Walla County Rural Library District,Vista Hermosa Library,,76 Sara Lynne Ln,Prescott,WA,99348-0658,Walla Walla,(509) 749-2099,,,http://www.wwrurallibrary.com/branches/vistahermosa,-118.71974,46.31115,22f6f114-4264-46ad-b43d-7f060e380ea5
-122.35948,47.97761,395,Public Libraries,District,Sno-Isle Libraries,Clinton Library,,4781 Deer Lake Rd,Clinton,WA,98236-0530,Island,(360) 341-4280,3603412989,,http://www.sno-isle.org/locations/clinton/,-122.35948,47.97761,9a455442-7ee9-4731-91ee-d6fa965cc1ed
-117.24339,47.6585700000001,396,Public Libraries,District,Spokane County Library District,Spokane Valley Library,,12004 E Main Ave,Spokane Valley,WA,99206-5114,Spokane,509-893-8400,5098938483,svcirc@scld.org,http://www.scld.org,-117.24339,47.65857,3d78cbe3-1897-4015-a999-8474a8886bf5
-117.3696,47.5994900000001,397,Public Libraries,District,Spokane County Library District,Moran Prairie Library,,6004 S Regal St,Spokane,WA,99223-6949,Spokane,(509) 893-8340,5098938480,mpcirc@scld.org,http://www.scld.org,-117.3696,47.59949,95806cc1-d703-4a0c-acf0-e40d48cb2c0c
-117.20811,47.6739400000001,398,Public Libraries,District,Spokane County Library District,The BookEnd,,"14700 E Indiana Ave, Ste 2084",Spokane Valley,WA,99216,Spokane,(509) 893-8275,,,scld.org,-117.20811,47.67394,87d2e389-684a-4b2b-9280-c0b588e9e6ad
-122.11302,47.2433300000001,399,Public Libraries,District,King County Library System,Muckleshoot Library,,39917 Auburn-Enumclaw Rd. SE,Auburn,WA,98092,King,(253) 931-6779,,,http://www.kcls.org/muckleshoot/,-122.11302,47.24333,7cd7646c-6fa4-451f-ad1c-b09b50039f66
-122.22115,47.5669,400,Public Libraries,District,King County Library System,Mercer Island Library,,4400 88th Ave SE,Mercer Island,WA,98040-4148,King,(206) 236-3537,,,http://www.kcls.org/mercerisland/,-122.22115,47.5669,0b393804-e347-4fff-89d9-0f181c4d9d79
-122.0485,47.3799700000001,401,Public Libraries,District,King County Library System,Maple Valley Library,,21844 SE 248th St,Maple Valley,WA,98038-8582,King,(425) 432-4620,,,http://www.kcls.org/maplevalley/,-122.0485,47.37997,a5977497-86f2-4f19-b9c8-b2b893a3e76f
-122.13139,47.60355,402,Public Libraries,District,King County Library System,Lake Hills Library,,15590 Lake Hills Blvd,Bellevue,WA,98007-5928,King,425-747-3350,,,https://kcls.org/locations/1522/,-122.13139,47.60355,68822f10-202f-40fd-b153-a589e6c14a18
-122.28006,47.7542100000001,403,Public Libraries,District,King County Library System,Lake Forest Park Library,,"17171 Bothell Way NE, Suite A134",Lake Forest Park,WA,98155-4228,King,(206) 362-8860,,,https://kcls.org/locations/1521,-122.28006,47.75421,df1fa3ad-f982-4107-a3e4-0e24dca3f4a2
-117.67886,47.5712500000001,404,Public Libraries,District,Spokane County Library District,Medical Lake Library,,321 E Herb St,Medical Lake,WA,99022-0249,Spokane,(509) 893-8330,5098938479,mlcirc@scld.org,http://www.scld.org,-117.67886,47.57125,5edc6977-fb66-45ef-b186-30b5fb59ab03
-121.98357,47.8487900000001,405,Public Libraries,District,Sno-Isle Libraries,Monroe Library,,1070 Village Way,Monroe,WA,98272-2035,Snohomish,(360) 794-7851,3607940292,,http://www.sno-isle.org/locations/monroe/,-121.98357,47.84879,2a96c76f-77f2-4c1b-857c-a3ef60289fed
-122.68854,48.21932,406,Public Libraries,District,Sno-Isle Libraries,Coupeville Library,,788 NW Alexander St.,Coupeville,WA,98239-0745,Island,(360) 678-4911,3606785261,,http://www.sno-isle.org/locations/coupeville/,-122.68854,48.21932,3ba060c2-1666-4851-ac9f-a1bb0f009ee7
-121.604,48.2546800000001,407,Public Libraries,District,Sno-Isle Libraries,Darrington Library,,1005 Cascade St,Darrington,WA,98241-0025,Snohomish,(360) 436-1600,3604361659,,http://www.sno-isle.org/locations/darrington/,-121.604,48.25468,66bbb95d-ea7e-497f-ad01-35c27a65e658
-122.37289,47.81028,408,Public Libraries,District,Sno-Isle Libraries,Edmonds Library,,650 Main St,Edmonds,WA,98020-3056,Snohomish,(425) 771-1933,4257711977,,http://www.sno-isle.org/locations/edmonds/,-122.37289,47.81028,3bb51269-e426-4bd3-90b0-adf0d32bd1b3
-122.52361,48.0117300000001,409,Public Libraries,District,Sno-Isle Libraries,Freeland Library,,5495 Harbor Ave,Freeland,WA,98249-1357,Island,(360) 331-7323,3603311572,,http://www.sno-isle.org/locations/freeland/,-122.52361,48.01173,c2a5a1c8-6e75-43e8-9b4e-817559172f6a
-121.95872,48.0823500000001,410,Public Libraries,District,Sno-Isle Libraries,Granite Falls Library,,815 E Galena St,Granite Falls,WA,98252-8472,Snohomish,(360) 691-6087,3606915533,,http://www.sno-isle.org/locations/granitefalls/,-121.95872,48.08235,884f4185-3537-4a2d-bc5f-f615b62b5695
-122.06455,48.01401,411,Public Libraries,District,Sno-Isle Libraries,Lake Stevens Library,,1804 Main St,Lake Stevens,WA,98258-0217,Snohomish,(425) 334-1900,4253349487,,http://www.sno-isle.org/locations/lakestevens/,-122.06455,48.01401,aca01f29-3fb9-48b0-939d-4ad1aebb0ec2
-122.40658,48.04015,412,Public Libraries,District,Sno-Isle Libraries,Langley Library,,104 2nd St,Langley,WA,98260-0265,Island,(360) 221-4383,3602213067,,http://www.sno-isle.org/locations/langley/,-122.40658,48.04015,a966c488-b9da-43f4-9ca6-38cc851b2247
-122.29318,47.82404,413,Public Libraries,District,Sno-Isle Libraries,Lynnwood Library,,19200 44th Ave W,Lynnwood,WA,98036-5617,Snohomish,(425) 778-2148,4257747764,,http://www.sno-isle.org/locations/lynnwood/,-122.29318,47.82404,10d96d00-1d49-4efa-8e9d-aea3407ce9db
-122.24142,47.88093,414,Public Libraries,District,Sno-Isle Libraries,Mariner Library,,"520 128th St. SW, Suites A9 & A10",Everett,WA,98204,Snohomish,425-423-9017,4254239075,,http://www.sno-isle.org/locations/mariner/,-122.24142,47.88093,19b5e5d3-c744-4712-8966-c55b36a291fe
-122.2182,47.8576600000001,415,Public Libraries,District,Sno-Isle Libraries,Mill Creek Library,,15429 Bothell-Everett Hwy,Mill Creek,WA,98012-1212,Snohomish,(425) 337-4822,4253373567,,http://www.sno-isle.org/locations/millcreek/,-122.2182,47.85766,6a8c808a-9222-4689-b4e4-949a13fe955c
